"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Apr 04 19:42:01 GMT 2022","Mon Apr 04 19:42:01 GMT 2022","16","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementExists_true_expectedToFail","assertElementExists_true_expectedToFail",""
"skipped","Mon Apr 04 19:51:03 GMT 2022","Mon Apr 04 19:51:03 GMT 2022","9","Suite","Test","testPackage01.Test_dragAndDrop","testPackage01.Test_dragAndDrop","dragAndDropByOffset","TC002 - Test Drag and Drop by offset function.",""
"skipped","Mon Apr 04 20:36:08 GMT 2022","Mon Apr 04 20:36:08 GMT 2022","15","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f10","f10",""
"skipped","Mon Apr 04 20:33:07 GMT 2022","Mon Apr 04 20:33:07 GMT 2022","16","Suite","Test","testPackage01.validationsWizard.Test_ElementValidations","testPackage01.validationsWizard.Test_ElementValidations","text","text",""
"skipped","Mon Apr 04 19:42:02 GMT 2022","Mon Apr 04 19:42:02 GMT 2022","65","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertNull_false_expectedToFail","assertNull_false_expectedToFail",""
"skipped","Mon Apr 04 19:42:02 GMT 2022","Mon Apr 04 19:42:02 GMT 2022","35","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertNull_false_expectedToPass","assertNull_false_expectedToPass",""
"skipped","Mon Apr 04 20:42:33 GMT 2022","Mon Apr 04 20:42:33 GMT 2022","27","Suite","Test","testPackage01.Test_google","testPackage01.Test_google","clickNextThrice","TC003 - Clicks the next button to make sure that the framework can scroll element into view before clicking it",""
"skipped","Mon Apr 04 20:33:07 GMT 2022","Mon Apr 04 20:33:07 GMT 2022","34","Suite","Test","testPackage01.validationsWizard.Test_ElementValidations","testPackage01.validationsWizard.Test_ElementValidations","isEnabled","isEnabled",""
"passed","Mon Apr 04 19:38:59 GMT 2022","Mon Apr 04 19:38:59 GMT 2022","228","Suite","Test","unitTests.tests_restActions","unitTests.tests_restActions","validateUserEmail","validateUserEmail",""
"skipped","Mon Apr 04 20:33:07 GMT 2022","Mon Apr 04 20:33:07 GMT 2022","13","Suite","Test","testPackage01.validationsWizard.Test_ElementValidations","testPackage01.validationsWizard.Test_ElementValidations","isNotChecked","isNotChecked",""
"failed","Mon Apr 04 20:03:04 GMT 2022","Mon Apr 04 20:03:04 GMT 2022","0","Suite","Test","testPackage01.TestJSConfirmBox","testPackage01.TestJSConfirmBox","navigateToJSAlertPage","navigateToJSAlertPage",""
"passed","Mon Apr 04 20:39:25 GMT 2022","Mon Apr 04 20:39:29 GMT 2022","3878","Suite","Test","testPackage01.Test_google_playwright","testPackage01.Test_google_playwright","navigateToURLandVerifyGoogleLogoIsDisplayed","TC001 - Navigate to URL and Verify Google Logo is Displayed",""
"skipped","Mon Apr 04 19:42:00 GMT 2022","Mon Apr 04 19:42:00 GMT 2022","39","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_true_caseInsensitiveComparison_expectedToFail","assertElementAttribute_true_caseInsensitiveComparison_expectedToFail",""
"failed","Mon Apr 04 20:18:05 GMT 2022","Mon Apr 04 20:21:06 GMT 2022","180052","Suite","Test","testPackage01.Test_SelectedValue","testPackage01.Test_SelectedValue","simpleSelect","simpleSelect",""
"skipped","Mon Apr 04 19:42:00 GMT 2022","Mon Apr 04 19:42:00 GMT 2022","26","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_false_literalComparison_expectedToPass","assertElementAttribute_false_literalComparison_expectedToPass",""
"skipped","Mon Apr 04 19:42:01 GMT 2022","Mon Apr 04 19:42:01 GMT 2022","24","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertEquals_false_expectedToFail","assertEquals_false_expectedToFail",""
"skipped","Mon Apr 04 20:45:33 GMT 2022","Mon Apr 04 20:45:33 GMT 2022","28","Suite","Test","testPackage01.Test_assertEquals","testPackage01.Test_assertEquals","test_assertElementAttribute","test_assertElementAttribute",""
"skipped","Mon Apr 04 20:33:07 GMT 2022","Mon Apr 04 20:33:07 GMT 2022","16","Suite","Test","testPackage01.validationsWizard.Test_ElementValidations","testPackage01.validationsWizard.Test_ElementValidations","isVisible","isVisible",""
"skipped","Mon Apr 04 19:42:00 GMT 2022","Mon Apr 04 19:42:00 GMT 2022","16","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_false_regexComparison_expectedToPass","assertElementAttribute_false_regexComparison_expectedToPass",""
"failed","Mon Apr 04 20:15:05 GMT 2022","Mon Apr 04 20:15:05 GMT 2022","0","Suite","Test","testPackage01.Test_chainableElementActions","testPackage01.Test_chainableElementActions","beforeMethod","beforeMethod",""
"skipped","Mon Apr 04 19:45:02 GMT 2022","Mon Apr 04 19:45:02 GMT 2022","12","Suite","Test","unitTests.tests_element_elementActions","unitTests.tests_element_elementActions","waitForElementToBePresent_false_expectedToFail","waitForElementToBePresent_false_expectedToFail",""
"skipped","Mon Apr 04 20:15:05 GMT 2022","Mon Apr 04 20:15:05 GMT 2022","14","Suite","Test","testPackage01.Test_chainableElementActions","testPackage01.Test_chainableElementActions","chainElementActions","chainElementActions",""
"skipped","Mon Apr 04 19:42:01 GMT 2022","Mon Apr 04 19:42:01 GMT 2022","10","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementExists_false_multipleElementsFound_expectedToFail","assertElementExists_false_multipleElementsFound_expectedToFail",""
"skipped","Mon Apr 04 19:42:01 GMT 2022","Mon Apr 04 19:42:01 GMT 2022","48","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementExists_false_expectedToPass","assertElementExists_false_expectedToPass",""
"skipped","Mon Apr 04 20:06:04 GMT 2022","Mon Apr 04 20:06:04 GMT 2022","30","Suite","Test","testPackage01.TestJSAlertBox","testPackage01.TestJSAlertBox","acceptAlert","acceptAlert",""
"passed","Mon Apr 04 19:39:00 GMT 2022","Mon Apr 04 19:39:00 GMT 2022","21","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertComparativeRelation_greaterThanOrEquals_false_greaterThan_expectedToPass","assertComparativeRelation_greaterThanOrEquals_false_greaterThan_expectedToPass",""
"skipped","Mon Apr 04 20:36:08 GMT 2022","Mon Apr 04 20:36:08 GMT 2022","14","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f18","f18",""
"skipped","Mon Apr 04 19:42:02 GMT 2022","Mon Apr 04 19:42:02 GMT 2022","10","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertFileExists_false_expectedToPass","assertFileExists_false_expectedToPass",""
"skipped","Mon Apr 04 20:36:09 GMT 2022","Mon Apr 04 20:36:09 GMT 2022","9","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f26","f26",""
"skipped","Mon Apr 04 19:42:01 GMT 2022","Mon Apr 04 19:42:01 GMT 2022","25","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertEquals_true_expectedToPass__","assertEquals_true_expectedToPass__",""
"skipped","Mon Apr 04 19:48:03 GMT 2022","Mon Apr 04 19:48:03 GMT 2022","12","Suite","Test","unitTests.tests_browserActions","unitTests.tests_browserActions","refreshCurrentPage","refreshCurrentPage",""
"passed","Mon Apr 04 19:38:59 GMT 2022","Mon Apr 04 19:39:00 GMT 2022","210","Suite","Test","unitTests.tests_restActions","unitTests.tests_restActions","validateUserId","validateUserId",""
"skipped","Mon Apr 04 20:36:09 GMT 2022","Mon Apr 04 20:36:09 GMT 2022","13","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f35","f35",""
"skipped","Mon Apr 04 20:36:09 GMT 2022","Mon Apr 04 20:36:09 GMT 2022","41","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f8","f8",""
"skipped","Mon Apr 04 19:48:02 GMT 2022","Mon Apr 04 19:48:02 GMT 2022","10","Suite","Test","unitTests.tests_browserActions","unitTests.tests_browserActions","navigateBack","navigateBack",""
"skipped","Mon Apr 04 19:51:03 GMT 2022","Mon Apr 04 19:51:03 GMT 2022","9","Suite","Test","testPackage01.Test_dragAndDrop","testPackage01.Test_dragAndDrop","dragAndDrop","TC001 - Test Drag and Drop function.",""
"skipped","Mon Apr 04 19:54:03 GMT 2022","Mon Apr 04 19:54:03 GMT 2022","15","Suite","Test","testPackage01.Test_IsElementClickable","testPackage01.Test_IsElementClickable","testIsElementClickable","testIsElementClickable",""
"skipped","Mon Apr 04 19:42:00 GMT 2022","Mon Apr 04 19:42:00 GMT 2022","22","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_false_literalComparison_expectedToFail","assertElementAttribute_false_literalComparison_expectedToFail",""
"skipped","Mon Apr 04 20:39:09 GMT 2022","Mon Apr 04 20:39:09 GMT 2022","14","Suite","Test","testPackage01.TestJSPromptBox","testPackage01.TestJSPromptBox","dismissAlert","dismissAlert",""
"failed","Mon Apr 04 20:06:04 GMT 2022","Mon Apr 04 20:06:04 GMT 2022","0","Suite","Test","testPackage01.TestJSAlertBox","testPackage01.TestJSAlertBox","navigateToJSAlertPage","navigateToJSAlertPage",""
"skipped","Mon Apr 04 20:36:08 GMT 2022","Mon Apr 04 20:36:08 GMT 2022","26","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f14","f14",""
"skipped","Mon Apr 04 20:36:09 GMT 2022","Mon Apr 04 20:36:09 GMT 2022","8","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f31","f31",""
"passed","Mon Apr 04 20:27:07 GMT 2022","Mon Apr 04 20:27:07 GMT 2022","56","Suite","Test","testPackage01.Test_JsonCompareWithSpecialCharacters","testPackage01.Test_JsonCompareWithSpecialCharacters","specialCharacters","specialCharacters",""
"skipped","Mon Apr 04 20:36:09 GMT 2022","Mon Apr 04 20:36:09 GMT 2022","9","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","forceFail","forceFail",""
"skipped","Mon Apr 04 20:06:04 GMT 2022","Mon Apr 04 20:06:04 GMT 2022","14","Suite","Test","testPackage01.TestJSAlertBox","testPackage01.TestJSAlertBox","getJSAlertText","getJSAlertText",""
"passed","Mon Apr 04 19:38:55 GMT 2022","Mon Apr 04 19:38:55 GMT 2022","64","Suite","Test","unitTests.tests_io_excelFileManager","unitTests.tests_io_excelFileManager","getCellData_rowName_expectedToPass","getCellData_rowName_expectedToPass",""
"failed","Mon Apr 04 20:39:09 GMT 2022","Mon Apr 04 20:39:09 GMT 2022","0","Suite","Test","testPackage01.TestJSPromptBox","testPackage01.TestJSPromptBox","navigateToJSAlertPage","navigateToJSAlertPage",""
"skipped","Mon Apr 04 19:48:02 GMT 2022","Mon Apr 04 19:48:02 GMT 2022","8","Suite","Test","unitTests.tests_browserActions","unitTests.tests_browserActions","navigateToURL","navigateToURL",""
"skipped","Mon Apr 04 20:33:07 GMT 2022","Mon Apr 04 20:33:07 GMT 2022","33","Suite","Test","testPackage01.validationsWizard.Test_ElementValidations","testPackage01.validationsWizard.Test_ElementValidations","attribute","attribute",""
"skipped","Mon Apr 04 20:30:07 GMT 2022","Mon Apr 04 20:30:07 GMT 2022","17","Suite","Test","testPackage01.Test_clipboardActions","testPackage01.Test_clipboardActions","typeTextAndCopyPaste","typeTextAndCopyPaste",""
"passed","Mon Apr 04 19:57:03 GMT 2022","Mon Apr 04 19:57:03 GMT 2022","26","Suite","Test","testPackage01.Test_SHAFT_Wizard","testPackage01.Test_SHAFT_Wizard","cli","cli",""
"passed","Mon Apr 04 20:24:06 GMT 2022","Mon Apr 04 20:24:07 GMT 2022","1094","Suite","Test","testPackage01.Test_MatchJsonSchema","testPackage01.Test_MatchJsonSchema","checkAPI_ResponseSchema","checkAPI_ResponseSchema",""
"skipped","Mon Apr 04 20:36:08 GMT 2022","Mon Apr 04 20:36:08 GMT 2022","13","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f16","f16",""
"skipped","Mon Apr 04 19:42:01 GMT 2022","Mon Apr 04 19:42:01 GMT 2022","13","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_type_true_literalComparison_expectedToPass","assertElementAttribute_type_true_literalComparison_expectedToPass",""
"skipped","Mon Apr 04 20:24:06 GMT 2022","Mon Apr 04 20:24:06 GMT 2022","14","Suite","Test","testPackage01.Test_ShadowDOM","testPackage01.Test_ShadowDOM","shadowdom","shadowdom",""
"skipped","Mon Apr 04 19:45:02 GMT 2022","Mon Apr 04 19:45:02 GMT 2022","14","Suite","Test","unitTests.tests_element_elementActions","unitTests.tests_element_elementActions","waitForElementToBePresent_true_expectedToFail","waitForElementToBePresent_true_expectedToFail",""
"skipped","Mon Apr 04 20:03:04 GMT 2022","Mon Apr 04 20:03:04 GMT 2022","9","Suite","Test","testPackage01.TestJSConfirmBox","testPackage01.TestJSConfirmBox","assertOnConfirmAlertResultText","assertOnConfirmAlertResultText",""
"passed","Mon Apr 04 19:39:00 GMT 2022","Mon Apr 04 19:39:00 GMT 2022","30","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertComparativeRelation_greaterThanOrEquals_true_equals_expectedToFail","assertComparativeRelation_greaterThanOrEquals_true_equals_expectedToFail",""
"skipped","Mon Apr 04 19:48:02 GMT 2022","Mon Apr 04 19:48:02 GMT 2022","10","Suite","Test","unitTests.tests_browserActions","unitTests.tests_browserActions","getCurrentWindowTitle","getCurrentWindowTitle",""
"failed","Mon Apr 04 20:12:05 GMT 2022","Mon Apr 04 20:12:05 GMT 2022","0","Suite","Test","testPackage01.Test_RelativeLocators","testPackage01.Test_RelativeLocators","beforeMethod","beforeMethod",""
"passed","Mon Apr 04 20:00:03 GMT 2022","Mon Apr 04 20:00:04 GMT 2022","450","Suite","Test","testPackage01.Test_SHAFT_Wizard","testPackage01.Test_SHAFT_Wizard","testData","testData",""
"skipped","Mon Apr 04 19:42:01 GMT 2022","Mon Apr 04 19:42:01 GMT 2022","9","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementExists_false_expectedToFail","assertElementExists_false_expectedToFail",""
"passed","Mon Apr 04 20:33:08 GMT 2022","Mon Apr 04 20:33:08 GMT 2022","12","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f1","f1",""
"passed","Mon Apr 04 19:38:53 GMT 2022","Mon Apr 04 19:38:54 GMT 2022","890","Suite","Test","dsl.testDsl","dsl.testDsl","testLabel","testLabel",""
"skipped","Mon Apr 04 20:36:09 GMT 2022","Mon Apr 04 20:36:09 GMT 2022","31","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f34","f34",""
"skipped","Mon Apr 04 19:42:01 GMT 2022","Mon Apr 04 19:42:01 GMT 2022","19","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertEquals_false_expectedToPass","assertEquals_false_expectedToPass",""
"passed","Mon Apr 04 20:03:04 GMT 2022","Mon Apr 04 20:03:04 GMT 2022","7","Suite","Test","testPackage01.Test_SkipDueToIssue","testPackage01.Test_SkipDueToIssue","doNotSkip","doNotSkip",""
"skipped","Mon Apr 04 19:42:02 GMT 2022","Mon Apr 04 19:42:02 GMT 2022","14","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertNull_true_expectedToFail","assertNull_true_expectedToFail",""
"passed","Mon Apr 04 20:03:04 GMT 2022","Mon Apr 04 20:03:04 GMT 2022","10","Suite","Test","testPackage01.Test_SkipDueToIssue","testPackage01.Test_SkipDueToIssue","skip","skip",""
"passed","Mon Apr 04 20:39:09 GMT 2022","Mon Apr 04 20:39:09 GMT 2022","39","Suite","Test","testPackage01.Test_PDF","testPackage01.Test_PDF","testPDF2","testPDF2",""
"skipped","Mon Apr 04 20:03:04 GMT 2022","Mon Apr 04 20:03:04 GMT 2022","41","Suite","Test","testPackage01.TestJSConfirmBox","testPackage01.TestJSConfirmBox","getAlertText","getAlertText",""
"skipped","Mon Apr 04 19:42:00 GMT 2022","Mon Apr 04 19:42:00 GMT 2022","18","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_false_caseInsensitiveComparison_expectedToPass","assertElementAttribute_false_caseInsensitiveComparison_expectedToPass",""
"skipped","Mon Apr 04 20:36:09 GMT 2022","Mon Apr 04 20:36:09 GMT 2022","9","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f27","f27",""
"passed","Mon Apr 04 19:39:00 GMT 2022","Mon Apr 04 19:39:00 GMT 2022","33","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertComparativeRelation_greaterThanOrEquals_false_equals_expectedToPass","assertComparativeRelation_greaterThanOrEquals_false_equals_expectedToPass",""
"passed","Mon Apr 04 20:39:29 GMT 2022","Mon Apr 04 20:39:32 GMT 2022","3120","Suite","Test","testPackage01.Test_google_playwright","testPackage01.Test_google_playwright","searchForQueryandAssertResultsNumDisplayed","TC002 - Search for Query and Assert that the number of results is displayed",""
"skipped","Mon Apr 04 20:33:07 GMT 2022","Mon Apr 04 20:33:07 GMT 2022","21","Suite","Test","testPackage01.validationsWizard.Test_ElementValidations","testPackage01.validationsWizard.Test_ElementValidations","isNotSelected","isNotSelected",""
"skipped","Mon Apr 04 19:48:02 GMT 2022","Mon Apr 04 19:48:02 GMT 2022","9","Suite","Test","unitTests.tests_browserActions","unitTests.tests_browserActions","maximizeWindow","maximizeWindow",""
"skipped","Mon Apr 04 20:36:09 GMT 2022","Mon Apr 04 20:36:09 GMT 2022","19","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f22","f22",""
"skipped","Mon Apr 04 20:36:08 GMT 2022","Mon Apr 04 20:36:08 GMT 2022","27","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f12","f12",""
"skipped","Mon Apr 04 20:36:09 GMT 2022","Mon Apr 04 20:36:09 GMT 2022","14","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f21","f21",""
"skipped","Mon Apr 04 19:48:02 GMT 2022","Mon Apr 04 19:48:02 GMT 2022","15","Suite","Test","unitTests.tests_browserActions","unitTests.tests_browserActions","getWindowSize","getWindowSize",""
