"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 04 19:41:48 UTC 2022","Mon Apr 04 19:41:48 UTC 2022","2","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertEquals_longCharacters_Discreet","assertEquals_longCharacters_Discreet",""
"passed","Mon Apr 04 19:47:35 UTC 2022","Mon Apr 04 19:47:40 UTC 2022","4541","Suite","Test","testPackage01.Test_verifyEquals","testPackage01.Test_verifyEquals","test_assertElementAttribute","test_assertElementAttribute",""
"skipped","Mon Apr 04 19:44:06 UTC 2022","Mon Apr 04 19:44:06 UTC 2022","1","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f12","f12",""
"passed","Mon Apr 04 19:39:35 UTC 2022","Mon Apr 04 19:39:35 UTC 2022","1","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertComparativeRelation_greaterThanOrEquals_true_equals_expectedToPass","assertComparativeRelation_greaterThanOrEquals_true_equals_expectedToPass",""
"passed","Mon Apr 04 19:39:35 UTC 2022","Mon Apr 04 19:39:35 UTC 2022","2","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertComparativeRelation_greaterThanOrEquals_false_greaterThan_expectedToFail","assertComparativeRelation_greaterThanOrEquals_false_greaterThan_expectedToFail",""
"passed","Mon Apr 04 19:44:54 UTC 2022","Mon Apr 04 19:44:55 UTC 2022","84","Suite","Test","testPackage01.Test_SkipDueToIssue","testPackage01.Test_SkipDueToIssue","skip2","skip2",""
"passed","Mon Apr 04 19:44:43 UTC 2022","Mon Apr 04 19:44:43 UTC 2022","232","Suite","Test","testPackage01.Test_google","testPackage01.Test_google","clickNextThrice","TC003 - Clicks the next button to make sure that the framework can scroll element into view before clicking it",""
"passed","Mon Apr 04 19:42:48 UTC 2022","Mon Apr 04 19:42:50 UTC 2022","1947","Suite","Test","testPackage01.Test_ShadowDOM","testPackage01.Test_ShadowDOM","shadowdom","shadowdom",""
"skipped","Mon Apr 04 19:44:06 UTC 2022","Mon Apr 04 19:44:06 UTC 2022","1","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f11","f11",""
"skipped","Mon Apr 04 19:44:08 UTC 2022","Mon Apr 04 19:44:08 UTC 2022","84","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f28","f28",""
"skipped","Mon Apr 04 19:44:07 UTC 2022","Mon Apr 04 19:44:08 UTC 2022","84","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f27","f27",""
"passed","Mon Apr 04 19:44:14 UTC 2022","Mon Apr 04 19:44:14 UTC 2022","301","Suite","Test","testPackage01.validationsWizard.Test_ElementValidations","testPackage01.validationsWizard.Test_ElementValidations","isNotChecked","isNotChecked",""
"passed","Mon Apr 04 19:44:54 UTC 2022","Mon Apr 04 19:44:54 UTC 2022","305","Suite","Test","testPackage01.Test_JsonCompareWithSpecialCharacters","testPackage01.Test_JsonCompareWithSpecialCharacters","specialCharacters","specialCharacters",""
"passed","Mon Apr 04 19:44:54 UTC 2022","Mon Apr 04 19:44:54 UTC 2022","82","Suite","Test","testPackage01.Test_SkipDueToIssue","testPackage01.Test_SkipDueToIssue","doNotSkip","doNotSkip",""
"skipped","Mon Apr 04 19:44:07 UTC 2022","Mon Apr 04 19:44:07 UTC 2022","84","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f25","f25",""
"failed","Mon Apr 04 19:43:31 UTC 2022","Mon Apr 04 19:44:02 UTC 2022","30819","Suite","Test","testPackage01.TestJSConfirmBox","testPackage01.TestJSConfirmBox","acceptAlert","acceptAlert",""
"skipped","Mon Apr 04 19:44:09 UTC 2022","Mon Apr 04 19:44:09 UTC 2022","2","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f6_1","f6_1",""
"skipped","Mon Apr 04 19:44:07 UTC 2022","Mon Apr 04 19:44:07 UTC 2022","84","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f24","f24",""
"passed","Mon Apr 04 19:41:49 UTC 2022","Mon Apr 04 19:41:57 UTC 2022","8320","Suite","Test","unitTests.tests_restActions","unitTests.tests_restActions","getPostsAndAssertBodyForSpecificTitle","getPostsAndAssertBodyForSpecificTitle",""
"skipped","Mon Apr 04 19:47:50 UTC 2022","Mon Apr 04 19:47:50 UTC 2022","2","Suite","Test","testPackage01.Test_dynamicLoading","testPackage01.Test_dynamicLoading","dynamicLoading_elementIsHidden","dynamicLoading_elementIsHidden",""
"skipped","Mon Apr 04 19:42:42 UTC 2022","Mon Apr 04 19:42:42 UTC 2022","5","Suite","Test","testPackage01.TestJSPromptBox","testPackage01.TestJSPromptBox","assertOnConfirmPromptAlertWithTextMessageResultText","assertOnConfirmPromptAlertWithTextMessageResultText",""
"skipped","Mon Apr 04 19:44:09 UTC 2022","Mon Apr 04 19:44:09 UTC 2022","85","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","forceFail","forceFail",""
"passed","Mon Apr 04 19:44:13 UTC 2022","Mon Apr 04 19:44:13 UTC 2022","532","Suite","Test","testPackage01.validationsWizard.Test_ElementValidations","testPackage01.validationsWizard.Test_ElementValidations","exists","exists",""
"skipped","Mon Apr 04 19:44:09 UTC 2022","Mon Apr 04 19:44:09 UTC 2022","42","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f37","f37",""
"passed","Mon Apr 04 19:44:14 UTC 2022","Mon Apr 04 19:44:15 UTC 2022","465","Suite","Test","testPackage01.validationsWizard.Test_ElementValidations","testPackage01.validationsWizard.Test_ElementValidations","isVisible","isVisible",""
"passed","Mon Apr 04 19:44:17 UTC 2022","Mon Apr 04 19:44:17 UTC 2022","87","Suite","Test","testPackage01.Test_JsonActions","testPackage01.Test_JsonActions","f2","f2",""
"passed","Mon Apr 04 19:39:14 UTC 2022","Mon Apr 04 19:39:14 UTC 2022","37","Suite","Test","unitTests.tests_browserActions","unitTests.tests_browserActions","getWindowHandle","getWindowHandle",""
"passed","Mon Apr 04 19:41:49 UTC 2022","Mon Apr 04 19:41:49 UTC 2022","2","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertNull_true_expectedToPass","assertNull_true_expectedToPass",""
"skipped","Mon Apr 04 19:44:09 UTC 2022","Mon Apr 04 19:44:09 UTC 2022","1","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f5","f5",""
"passed","Mon Apr 04 19:39:56 UTC 2022","Mon Apr 04 19:39:57 UTC 2022","874","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_false_literalComparison_expectedToPass","assertElementAttribute_false_literalComparison_expectedToPass",""
"passed","Mon Apr 04 19:40:13 UTC 2022","Mon Apr 04 19:40:13 UTC 2022","541","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_true_containsComparison_expectedToFail","assertElementAttribute_true_containsComparison_expectedToFail",""
"skipped","Mon Apr 04 19:44:02 UTC 2022","Mon Apr 04 19:44:02 UTC 2022","86","Suite","Test","testPackage01.TestJSConfirmBox","testPackage01.TestJSConfirmBox","assertOnConfirmAlertResultText","assertOnConfirmAlertResultText",""
"skipped","Mon Apr 04 19:44:09 UTC 2022","Mon Apr 04 19:44:09 UTC 2022","1","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f6","f6",""
"passed","Mon Apr 04 19:41:06 UTC 2022","Mon Apr 04 19:41:06 UTC 2022","197","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementExists_false_multipleElementsFound_expectedToFail","assertElementExists_false_multipleElementsFound_expectedToFail",""
"passed","Mon Apr 04 19:40:16 UTC 2022","Mon Apr 04 19:40:17 UTC 2022","680","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_true_containsComparison_expectedToPass","assertElementAttribute_true_containsComparison_expectedToPass",""
"passed","Mon Apr 04 19:42:03 UTC 2022","Mon Apr 04 19:42:07 UTC 2022","4379","Suite","Test","testPackage01.Test_uploadFile","testPackage01.Test_uploadFile","uploadFile_visibleUploadInput","uploadFile_visibleUploadInput",""
"failed","Mon Apr 04 19:47:49 UTC 2022","Mon Apr 04 19:47:49 UTC 2022","0","Suite","Test","testPackage01.Test_dynamicLoading","testPackage01.Test_dynamicLoading","beforeMethod","beforeMethod",""
"passed","Mon Apr 04 19:39:59 UTC 2022","Mon Apr 04 19:40:00 UTC 2022","642","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_false_regexComparison_expectedToFail","assertElementAttribute_false_regexComparison_expectedToFail",""
"passed","Mon Apr 04 19:41:49 UTC 2022","Mon Apr 04 19:41:49 UTC 2022","2","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertNull_false_expectedToFail","assertNull_false_expectedToFail",""
"passed","Mon Apr 04 19:41:48 UTC 2022","Mon Apr 04 19:41:48 UTC 2022","1","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertEquals_false_expectedToFail","assertEquals_false_expectedToFail",""
"skipped","Mon Apr 04 19:44:06 UTC 2022","Mon Apr 04 19:44:06 UTC 2022","1","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f15","f15",""
"passed","Mon Apr 04 19:44:33 UTC 2022","Mon Apr 04 19:44:34 UTC 2022","1233","Suite","Test","testPackage01.Test_dragAndDrop","testPackage01.Test_dragAndDrop","dragAndDrop","TC001 - Test Drag and Drop function.",""
"passed","Mon Apr 04 19:41:48 UTC 2022","Mon Apr 04 19:41:48 UTC 2022","2","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertEquals_false_expectedToPass","assertEquals_false_expectedToPass",""
"passed","Mon Apr 04 19:42:56 UTC 2022","Mon Apr 04 19:42:56 UTC 2022","337","Suite","Test","testPackage01.TestJSAlertBox","testPackage01.TestJSAlertBox","getJSAlertText","getJSAlertText",""
"passed","Mon Apr 04 19:39:21 UTC 2022","Mon Apr 04 19:39:21 UTC 2022","96","Suite","Test","unitTests.tests_browserActions","unitTests.tests_browserActions","maximizeWindow","maximizeWindow",""
"passed","Mon Apr 04 19:45:01 UTC 2022","Mon Apr 04 19:45:02 UTC 2022","718","Suite","Test","testPackage01.Test_IsElementClickable","testPackage01.Test_IsElementClickable","testIsElementClickable","testIsElementClickable",""
"passed","Mon Apr 04 19:40:52 UTC 2022","Mon Apr 04 19:41:03 UTC 2022","10583","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementExists_false_expectedToPass","assertElementExists_false_expectedToPass",""
"passed","Mon Apr 04 19:39:09 UTC 2022","Mon Apr 04 19:39:09 UTC 2022","59","Suite","Test","unitTests.tests_browserActions","unitTests.tests_browserActions","getCurrentWindowTitle","getCurrentWindowTitle",""
"passed","Mon Apr 04 19:47:56 UTC 2022","Mon Apr 04 19:47:59 UTC 2022","2428","Suite","Test","dsl.testDsl","dsl.testDsl","testLabel","testLabel",""
"passed","Mon Apr 04 19:40:32 UTC 2022","Mon Apr 04 19:40:32 UTC 2022","707","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_true_regexComparison_expectedToPass","assertElementAttribute_true_regexComparison_expectedToPass",""
"passed","Mon Apr 04 19:44:41 UTC 2022","Mon Apr 04 19:44:43 UTC 2022","2365","Suite","Test","testPackage01.Test_google","testPackage01.Test_google","searchForQueryandAssertResultsNumDisplayed","TC002 - Search for Query and Assert that the number of results is displayed",""
"passed","Mon Apr 04 19:39:35 UTC 2022","Mon Apr 04 19:39:35 UTC 2022","16","Suite","Test","unitTests.tests_io_excelFileManager","unitTests.tests_io_excelFileManager","getCellData_rowName_expectedToPass","getCellData_rowName_expectedToPass",""
"passed","Mon Apr 04 19:44:30 UTC 2022","Mon Apr 04 19:44:31 UTC 2022","1729","Suite","Test","testPackage01.Test_dragAndDrop","testPackage01.Test_dragAndDrop","dragAndDropJquery","dragAndDropJquery",""
"skipped","Mon Apr 04 19:44:06 UTC 2022","Mon Apr 04 19:44:06 UTC 2022","1","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f20","f20",""
"skipped","Mon Apr 04 19:44:08 UTC 2022","Mon Apr 04 19:44:08 UTC 2022","1","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f3","f3",""
"skipped","Mon Apr 04 19:39:34 UTC 2022","Mon Apr 04 19:39:34 UTC 2022","1","Suite","Test","unitTests.tests_browserActions","unitTests.tests_browserActions","navigateToURLWithRedirection","navigateToURLWithRedirection",""
"passed","Mon Apr 04 19:47:33 UTC 2022","Mon Apr 04 19:47:34 UTC 2022","338","Suite","Test","testPackage01.Test_google_playwright","testPackage01.Test_google_playwright","clickNextThrice","TC003 - Clicks the next button to make sure that the framework can scroll element into view before clicking it",""
"passed","Mon Apr 04 19:40:28 UTC 2022","Mon Apr 04 19:40:28 UTC 2022","725","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_true_regexComparison_expectedToFail","assertElementAttribute_true_regexComparison_expectedToFail",""
"skipped","Mon Apr 04 19:42:42 UTC 2022","Mon Apr 04 19:42:42 UTC 2022","5","Suite","Test","testPackage01.TestJSPromptBox","testPackage01.TestJSPromptBox","acceptPromptAlertWithTextMessage","acceptPromptAlertWithTextMessage",""
"skipped","Mon Apr 04 19:39:00 UTC 2022","Mon Apr 04 19:39:00 UTC 2022","5","Suite","Test","unitTests.tests_element_elementActions","unitTests.tests_element_elementActions","waitForElementToBePresent_true_expectedToPass","waitForElementToBePresent_true_expectedToPass",""
"passed","Mon Apr 04 19:40:24 UTC 2022","Mon Apr 04 19:40:25 UTC 2022","1171","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_true_literalComparison_expectedToPass","assertElementAttribute_true_literalComparison_expectedToPass",""
"passed","Mon Apr 04 19:44:16 UTC 2022","Mon Apr 04 19:44:17 UTC 2022","364","Suite","Test","testPackage01.Test_JsonActions","testPackage01.Test_JsonActions","f","f",""
"passed","Mon Apr 04 19:42:10 UTC 2022","Mon Apr 04 19:42:10 UTC 2022","475","Suite","Test","testPackage01.TestJSPromptBox","testPackage01.TestJSPromptBox","dismissAlert","dismissAlert",""
"failed","Mon Apr 04 19:42:56 UTC 2022","Mon Apr 04 19:43:27 UTC 2022","30840","Suite","Test","testPackage01.TestJSAlertBox","testPackage01.TestJSAlertBox","acceptAlert","acceptAlert",""
"skipped","Mon Apr 04 19:44:06 UTC 2022","Mon Apr 04 19:44:06 UTC 2022","3","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f17","f17",""
"passed","Mon Apr 04 19:38:50 UTC 2022","Mon Apr 04 19:38:52 UTC 2022","1676","Suite","Test","unitTests.tests_element_elementActions","unitTests.tests_element_elementActions","waitForElementToBePresent_moreThanOneElement_expectedToFail","waitForElementToBePresent_moreThanOneElement_expectedToFail",""
"failed","Mon Apr 04 19:39:00 UTC 2022","Mon Apr 04 19:39:00 UTC 2022","1","Suite","Test","unitTests.tests_element_elementActions","unitTests.tests_element_elementActions","beforeMethod","beforeMethod",""
"passed","Mon Apr 04 19:41:58 UTC 2022","Mon Apr 04 19:41:58 UTC 2022","258","Suite","Test","unitTests.tests_restActions","unitTests.tests_restActions","validateUserEmail","validateUserEmail",""
"skipped","Mon Apr 04 19:44:07 UTC 2022","Mon Apr 04 19:44:07 UTC 2022","85","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f23","f23",""
"passed","Mon Apr 04 19:44:45 UTC 2022","Mon Apr 04 19:44:47 UTC 2022","2607","Suite","Test","testPackage01.Test_chainableElementActions","testPackage01.Test_chainableElementActions","chainElementActions","chainElementActions",""
"skipped","Mon Apr 04 19:44:06 UTC 2022","Mon Apr 04 19:44:06 UTC 2022","1","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f13","f13",""
"passed","Mon Apr 04 19:44:36 UTC 2022","Mon Apr 04 19:44:37 UTC 2022","1215","Suite","Test","testPackage01.Test_dragAndDrop","testPackage01.Test_dragAndDrop","dragAndDropByOffset","TC002 - Test Drag and Drop by offset function.",""
"passed","Mon Apr 04 19:47:40 UTC 2022","Mon Apr 04 19:47:46 UTC 2022","5908","Suite","Test","testPackage01.Test_SelectedValue","testPackage01.Test_SelectedValue","multipleSelect","multipleSelect",""
"passed","Mon Apr 04 19:41:09 UTC 2022","Mon Apr 04 19:41:40 UTC 2022","31115","Suite","Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementExists_true_expectedToFail","assertElementExists_true_expectedToFail",""
"passed","Mon Apr 04 19:44:20 UTC 2022","Mon Apr 04 19:44:26 UTC 2022","5346","Suite","Test","testPackage01.Test_SHAFT_Wizard","testPackage01.Test_SHAFT_Wizard","gui","gui",""
"skipped","Mon Apr 04 19:44:08 UTC 2022","Mon Apr 04 19:44:08 UTC 2022","42","Suite","Test","testPackage01.Test_NewValidationHelper","testPackage01.Test_NewValidationHelper","f35","f35",""
